"Q2.5.","Q25.","Q50.","Q75.","Q97.5.","COMMON_POPULATION_NAME","ESU"
-0.11359062337047,-0.0376067687261705,-0.0059775266007303,0.0259287665532154,0.0910979318366783,"Coweeman River - fall Chinook salmon","Lower Columbia Chinook"
-0.112691650341528,-0.0391192240596121,-0.00467127623274432,0.0249210083694618,0.0892379618897714,"Elochoman River - fall Chinook salmon","Lower Columbia Chinook"
-0.0997509637764556,-0.0332737799370773,-2.34081351347133e-05,0.0305544661749693,0.10204692683835,"Grays and Chinook Rivers - fall Chinook salmon","Lower Columbia Chinook"
-0.0877814511678543,-0.0220911675529895,0.0110425530974392,0.0436808149017081,0.122318847814038,"Kalama River - fall Chinook salmon","Lower Columbia Chinook"
-0.0909718156883001,-0.0288119520324804,0.00395042430683683,0.0323346638131801,0.10216859013668,"Kalama River - spring Chinook salmon","Lower Columbia Chinook"
-0.100595578400397,-0.0281831243937868,0.00130000310472988,0.0319524522787741,0.102824211687159,"Lewis River - fall Chinook salmon","Lower Columbia Chinook"
-0.136173967482457,-0.0486947932157359,-0.0133156394918197,0.0190870981434952,0.0782735126522962,"Lewis River - late fall Chinook salmon","Lower Columbia Chinook"
-0.092671242126745,-0.0266018665606733,0.00565709001962531,0.0372080020798951,0.107853210370812,"Lower Cowlitz River - fall Chinook salmon","Lower Columbia Chinook"
-0.136063738715544,-0.0480884797278325,-0.00836871785185338,0.024268389806131,0.094570149638882,"Mill, Abernathy, and Germany Creeks - fall Chinook salmon","Lower Columbia Chinook"
-0.116331074773969,-0.0353239538287505,-0.0002060188535395,0.0340380890895363,0.123307571749048,"North Fork Lewis River - spring Chinook salmon","Lower Columbia Chinook"
-0.110216945426462,-0.0386790902548399,-0.00336161107583155,0.027525101152233,0.0932651898295176,"Toutle River - fall Chinook salmon","Lower Columbia Chinook"
-0.148577128728045,-0.0570260640415118,-0.0171163628524314,0.013422350432953,0.0736656650783673,"Upper Cowlitz River - fall Chinook salmon","Lower Columbia Chinook"
-0.10853506635122,-0.0343211404246061,-0.00107052711254355,0.0294957993851032,0.0983224761693623,"Upper Cowlitz River - spring Chinook salmon","Lower Columbia Chinook"
-0.118379791341458,-0.0390236367768919,-0.00799086316431055,0.0224540196456835,0.0884984823222392,"Upper Gorge Tributaries - fall Chinook salmon","Lower Columbia Chinook"
-0.0994982037056357,-0.0324363431358437,0.00151001513069635,0.0314806389016887,0.101252176029977,"Washougal River - fall Chinook salmon","Lower Columbia Chinook"
-0.133977688580534,-0.0525213340264556,-0.0145560694179423,0.0165265510020067,0.0757744836054674,"White Salmon River - fall Chinook salmon","Lower Columbia Chinook"
-0.192073304715025,-0.0617852158998883,-0.0210820048062556,0.0133096050373828,0.0727975840651232,"White Salmon River - spring Chinook salmon","Lower Columbia Chinook"
